"ID","tweet","word","tagType"
"2030","RT @PekaySalmanoglu  @ahmetsafak_tc ve siz değerli abim. Memleket şarkıları dilimizi tatlandıran üstad. Allah memleketimizi DEVLETsiz bırak… ","@ahmetsafak_tc","Person"
"2031","Neyin kompleksidir bu.Memleket bir felaketin eşiğinden dönmüş adam sidik yarıştırıyor.Devlet Bahçeli devlet adamlığı dersi veriyor.Ders al ","yarıştırıyor.Devlet","Person"
"2032","Neyin kompleksidir bu.Memleket bir felaketin eşiğinden dönmüş adam sidik yarıştırıyor.Devlet Bahçeli devlet adamlığı dersi veriyor.Ders al ","Bahçeli","Person"
"2033","Haddini bilmez adamlara rağmen milli birlik ve bütünlükten taviz vermeyiz.Devlet Bahçeli devlet millet öğretmenidir.Tarih böyle yazmıştır ","vermeyiz.Devlet","Person"
"2034","Haddini bilmez adamlara rağmen milli birlik ve bütünlükten taviz vermeyiz.Devlet Bahçeli devlet millet öğretmenidir.Tarih böyle yazmıştır ","Bahçeli","Person"
"2035","@fc_ymc inşAllah ","@fc_ymc","Person"
"2036","RT @AytnCalis  Sırtımızda Yedi Düvel Belası  Kalmadı Artık Bu İşin Ortası  YENİ BİR TARİH YAZMANIN  TAM DA SIRASI  https //t.co/ruarM5WYF7… ","@AytnCalis","Person"
"2037","RT @AytnCalis  Verelim Yeniden Elele Koşalım Birlikte HEP BERABER  @ahmetsafak_tc  Sözler Kıymettar.. * https //t.co/KEmEMdydYN * https /… ","@AytnCalis","Person"
"2038","RT @AytnCalis  Verelim Yeniden Elele Koşalım Birlikte HEP BERABER  @ahmetsafak_tc  Sözler Kıymettar.. * https //t.co/KEmEMdydYN * https /… ","@ahmetsafak_tc","Person"
"2039","RT @AytnCalis  Bağrımıza Talan Girdi Canım Ey  Beyler BİZİ BİZE DÜ?MAN EYLEDİ  Bağrımıza Yılan Girdi Canım Ey  Beyler BU VATAN SİZE NEYLEDİ… ","@AytnCalis","Person"
"2040","Çay gitar ve Söz Müzik Ahmet ?afak Olsun  )) https //t.co/JAPckbgs2C ","Ahmet","Person"
"2041","Çay gitar ve Söz Müzik Ahmet ?afak Olsun  )) https //t.co/JAPckbgs2C ","?afak","Person"
"2042","RT @dbdevletbahceli  Bu yoldan dönüş olmadığı gibi  yolculuktan pişmanlık da yoktur. Unutulmasın  ÖTÜKEN sancağı inmeyecek  SÖ?ÜT ocağı sön… ","@dbdevletbahceli","Person"
"2043","RT @dbdevletbahceli  ?ehitlerimiz müsterih  milletim emin olsun; bizim vazgeçecek ne bir çakıl taşımız  ne de teröristlere bırakılacak bir… ","@dbdevletbahceli","Person"
"2044","RT @dbdevletbahceli  Ümitsizliği aşmak tereddütleri silmek birlik ve beraberliği canlı tutmak  yeni bir talih ve tarih kapısı açmak için Ye… ","@dbdevletbahceli","Person"
"2045","RT @dbdevletbahceli  Hainlere ve hasım odaklara karşı Türkiye’nin safında duracak  79 milyonu katılımcı devlet ve siyaset adamlarıyla birli… ","@dbdevletbahceli","Person"
"2046","RT @dbdevletbahceli  Milliyetçi Hareket Partisi Genel Başkanı olarak  aldığım davet uyarınca 7 Ağustos günü İstanbul Yenikapı’da milletimle… ","@dbdevletbahceli","Person"
"2047","RT @dbdevletbahceli  Milliyetçi Hareket Partisi Genel Başkanı olarak  aldığım davet uyarınca 7 Ağustos günü İstanbul Yenikapı’da milletimle… ","Milliyetçi","Organization"
"2048","RT @dbdevletbahceli  Milliyetçi Hareket Partisi Genel Başkanı olarak  aldığım davet uyarınca 7 Ağustos günü İstanbul Yenikapı’da milletimle… ","Hareket","Organization"
"2049","RT @dbdevletbahceli  Milliyetçi Hareket Partisi Genel Başkanı olarak  aldığım davet uyarınca 7 Ağustos günü İstanbul Yenikapı’da milletimle… ","Partisi","Organization"
"2050","RT @dbdevletbahceli  Milliyetçi Hareket Partisi Genel Başkanı olarak  aldığım davet uyarınca 7 Ağustos günü İstanbul Yenikapı’da milletimle… ","7","Date"
"2051","RT @dbdevletbahceli  Milliyetçi Hareket Partisi Genel Başkanı olarak  aldığım davet uyarınca 7 Ağustos günü İstanbul Yenikapı’da milletimle… ","Ağustos","Date"
"2052","RT @dbdevletbahceli  Milliyetçi Hareket Partisi Genel Başkanı olarak  aldığım davet uyarınca 7 Ağustos günü İstanbul Yenikapı’da milletimle… ","İstanbul","Location"
"2053","RT @dbdevletbahceli  Milliyetçi Hareket Partisi Genel Başkanı olarak  aldığım davet uyarınca 7 Ağustos günü İstanbul Yenikapı’da milletimle… ","Yenikapı’da","Location"
"2054","RT @dbdevletbahceli  7 Ağustos’ta İstanbul Yenikapı’da düzenlenecek Demokrasi ve ?ehitler Mitingiyle 15 Temmuz’dan beri süregelen milli azi… ","@dbdevletbahceli","Person"
"2055","RT @dbdevletbahceli  7 Ağustos’ta İstanbul Yenikapı’da düzenlenecek Demokrasi ve ?ehitler Mitingiyle 15 Temmuz’dan beri süregelen milli azi… ","7","Date"
"2056","RT @dbdevletbahceli  7 Ağustos’ta İstanbul Yenikapı’da düzenlenecek Demokrasi ve ?ehitler Mitingiyle 15 Temmuz’dan beri süregelen milli azi… ","Ağustos’ta","Date"
"2057","RT @dbdevletbahceli  7 Ağustos’ta İstanbul Yenikapı’da düzenlenecek Demokrasi ve ?ehitler Mitingiyle 15 Temmuz’dan beri süregelen milli azi… ","İstanbul","Location"
"2058","RT @dbdevletbahceli  7 Ağustos’ta İstanbul Yenikapı’da düzenlenecek Demokrasi ve ?ehitler Mitingiyle 15 Temmuz’dan beri süregelen milli azi… ","Yenikapı’da","Location"
"2059","RT @dbdevletbahceli  7 Ağustos’ta İstanbul Yenikapı’da düzenlenecek Demokrasi ve ?ehitler Mitingiyle 15 Temmuz’dan beri süregelen milli azi… ","15","Date"
"2060","RT @dbdevletbahceli  7 Ağustos’ta İstanbul Yenikapı’da düzenlenecek Demokrasi ve ?ehitler Mitingiyle 15 Temmuz’dan beri süregelen milli azi… ","Temmuz’dan","Date"
"2061","RT @dbdevletbahceli  15 Temmuz’dan beri Türk milleti demokrasi nöbetindedir. Ve hakkını  hukukunu  şaşmaz ve sarsılmaz iradesini savunmuştu… ","@dbdevletbahceli","Person"
"2062","RT @dbdevletbahceli  15 Temmuz’dan beri Türk milleti demokrasi nöbetindedir. Ve hakkını  hukukunu  şaşmaz ve sarsılmaz iradesini savunmuştu… ","15","Date"
"2063","RT @dbdevletbahceli  15 Temmuz’dan beri Türk milleti demokrasi nöbetindedir. Ve hakkını  hukukunu  şaşmaz ve sarsılmaz iradesini savunmuştu… ","Temmuz’dan","Date"
"2064","RT @dbdevletbahceli  Yine der ki  “Her şeyin vakti vardır  günü bellidir  canlıların soluk alma verme sayısı bellidir.? ?imdi vakit bir ve… ","@dbdevletbahceli","Person"
"2065","RT @dbdevletbahceli  ?unu açıklıkla söyleyeyim ki  15 Temmuz FETÖ saldırısı kadar bu milleti  bu devleti hiçbir ihanet ve rezalet sarsmadı … ","@dbdevletbahceli","Person"
"2066","RT @dbdevletbahceli  ?unu açıklıkla söyleyeyim ki  15 Temmuz FETÖ saldırısı kadar bu milleti  bu devleti hiçbir ihanet ve rezalet sarsmadı … ","15","Date"
"2067","RT @dbdevletbahceli  ?unu açıklıkla söyleyeyim ki  15 Temmuz FETÖ saldırısı kadar bu milleti  bu devleti hiçbir ihanet ve rezalet sarsmadı … ","Temmuz","Date"
"2068","RT @dbdevletbahceli  ?unu açıklıkla söyleyeyim ki  15 Temmuz FETÖ saldırısı kadar bu milleti  bu devleti hiçbir ihanet ve rezalet sarsmadı … ","FETÖ","Organization"
"2069","RT @dbdevletbahceli  15 Temmuz’da  Çanakkale’de yarım kalan batıl hesap görülmek istendi.15 Temmuz’da Milli Mücadele’yi hazmedemeyenler tek… ","@dbdevletbahceli","Person"
"2070","RT @dbdevletbahceli  15 Temmuz’da  Çanakkale’de yarım kalan batıl hesap görülmek istendi.15 Temmuz’da Milli Mücadele’yi hazmedemeyenler tek… ","15","Date"
"2071","RT @dbdevletbahceli  15 Temmuz’da  Çanakkale’de yarım kalan batıl hesap görülmek istendi.15 Temmuz’da Milli Mücadele’yi hazmedemeyenler tek… ","Temmuz’da","Date"
"2072","RT @dbdevletbahceli  15 Temmuz’da  Çanakkale’de yarım kalan batıl hesap görülmek istendi.15 Temmuz’da Milli Mücadele’yi hazmedemeyenler tek… ","Çanakkale’de","Location"
"2073","RT @dbdevletbahceli  15 Temmuz’da  Çanakkale’de yarım kalan batıl hesap görülmek istendi.15 Temmuz’da Milli Mücadele’yi hazmedemeyenler tek… ","istendi.15","Date"
"2074","RT @dbdevletbahceli  15 Temmuz’da  Çanakkale’de yarım kalan batıl hesap görülmek istendi.15 Temmuz’da Milli Mücadele’yi hazmedemeyenler tek… ","Temmuz’da","Date"
"2075","RT @dbdevletbahceli  Çok şükür  FETÖ Türk milletinin iradesine çarptı  Türkiye’nin kuvvet ve kudretiyle paramparça edildi. Millet zalime ko… ","@dbdevletbahceli","Person"
"2076","RT @dbdevletbahceli  Çok şükür  FETÖ Türk milletinin iradesine çarptı  Türkiye’nin kuvvet ve kudretiyle paramparça edildi. Millet zalime ko… ","FETÖ","Organization"
"2077","RT @dbdevletbahceli  Çok şükür  FETÖ Türk milletinin iradesine çarptı  Türkiye’nin kuvvet ve kudretiyle paramparça edildi. Millet zalime ko… ","Türkiye’nin","Location"
"2078","RT @dbdevletbahceli  Yusuf Has Hacip diyordu ki  “Fesat nerede olsa kut ondan kaçar  fesat gelir ve kuşkusuz beyliği bozar.? Biz ülkemizi b… ","@dbdevletbahceli","Person"
"2079","RT @dbdevletbahceli  Yusuf Has Hacip diyordu ki  “Fesat nerede olsa kut ondan kaçar  fesat gelir ve kuşkusuz beyliği bozar.? Biz ülkemizi b… ","Yusuf","Person"
"2080","RT @dbdevletbahceli  Yusuf Has Hacip diyordu ki  “Fesat nerede olsa kut ondan kaçar  fesat gelir ve kuşkusuz beyliği bozar.? Biz ülkemizi b… ","Has","Person"
"2081","RT @dbdevletbahceli  Yusuf Has Hacip diyordu ki  “Fesat nerede olsa kut ondan kaçar  fesat gelir ve kuşkusuz beyliği bozar.? Biz ülkemizi b… ","Hacip","Person"
"2082","RT @dbdevletbahceli  Bizim kanımız vatan için tozar  bizim varlığımız millet için coşar. Hiçbir çılgın  hiçbir alçak ve kiralık terör örgüt… ","@dbdevletbahceli","Person"
"2083","RT @dbdevletbahceli  Türkiye büyüktür  15 Temmuz’dan bugüne 19 günlük sürede bunun sağlaması yapılmıştır. Millet güçlüdür  devlet diri ve d… ","@dbdevletbahceli","Person"
"2084","RT @dbdevletbahceli  Türkiye büyüktür  15 Temmuz’dan bugüne 19 günlük sürede bunun sağlaması yapılmıştır. Millet güçlüdür  devlet diri ve d… ","Türkiye","Location"
"2085","RT @dbdevletbahceli  Türkiye büyüktür  15 Temmuz’dan bugüne 19 günlük sürede bunun sağlaması yapılmıştır. Millet güçlüdür  devlet diri ve d… ","15","Date"
"2086","RT @dbdevletbahceli  Türkiye büyüktür  15 Temmuz’dan bugüne 19 günlük sürede bunun sağlaması yapılmıştır. Millet güçlüdür  devlet diri ve d… ","Temmuz’dan","Date"
"2087","RT @SabanKaraca5  @ahmetsafak_tc Kayseri'nin sevilen radyocusu @laf__aramizda meydanda hangi sanatçıyı seviyorsunuz sorusuna Tabi ki Ahmet… ","@SabanKaraca5","Person"
"2088","RT @SabanKaraca5  @ahmetsafak_tc Kayseri'nin sevilen radyocusu @laf__aramizda meydanda hangi sanatçıyı seviyorsunuz sorusuna Tabi ki Ahmet… ","@ahmetsafak_tc","Person"
"2089","RT @SabanKaraca5  @ahmetsafak_tc Kayseri'nin sevilen radyocusu @laf__aramizda meydanda hangi sanatçıyı seviyorsunuz sorusuna Tabi ki Ahmet… ","Kayseri'nin","Location"
"2090","RT @SabanKaraca5  @ahmetsafak_tc Kayseri'nin sevilen radyocusu @laf__aramizda meydanda hangi sanatçıyı seviyorsunuz sorusuna Tabi ki Ahmet… ","@laf__aramizda","Person"
"2091","RT @SabanKaraca5  @ahmetsafak_tc Kayseri'nin sevilen radyocusu @laf__aramizda meydanda hangi sanatçıyı seviyorsunuz sorusuna Tabi ki Ahmet… ","Ahmet…","Person"
"2092","RT @GokcenSarioglu  Beyler Bu Vatan Size Neyledi  ???? @ahmetsafak_tc #beylerbuvatansizeneyledi #türkiye #vatan #millet #bayrak #ayyıldız htt… ","@GokcenSarioglu","Person"
"2093","RT @GokcenSarioglu  Beyler Bu Vatan Size Neyledi  ???? @ahmetsafak_tc #beylerbuvatansizeneyledi #türkiye #vatan #millet #bayrak #ayyıldız htt… ","@ahmetsafak_tc","Person"
"2094","RT @GokcenSarioglu  Beyler Bu Vatan Size Neyledi  ???? @ahmetsafak_tc #beylerbuvatansizeneyledi #türkiye #vatan #millet #bayrak #ayyıldız htt… ","#türkiye","Location"
"2095","@ulkucu1gencc Milletiyle beraber olmak Türk milliyetçilerine yakışmaz da kime yakışır.Millete rağmen milliyetçilik nerde görülmüş ","@ulkucu1gencc","Person"
"2096","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @CanBESLEN @AdanaKentKonsey @eaekremaslan @iskelegazetesi https //t.co/jJb5ACCf5G ","@serapsezert","Person"
"2097","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @CanBESLEN @AdanaKentKonsey @eaekremaslan @iskelegazetesi https //t.co/jJb5ACCf5G ","@HuseyinSOZLU","Person"
"2098","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @CanBESLEN @AdanaKentKonsey @eaekremaslan @iskelegazetesi https //t.co/jJb5ACCf5G ","@ahmetsafak_tc","Person"
"2099","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @CanBESLEN @AdanaKentKonsey @eaekremaslan @iskelegazetesi https //t.co/jJb5ACCf5G ","@altyhsyn80","Person"
"2100","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @CanBESLEN @AdanaKentKonsey @eaekremaslan @iskelegazetesi https //t.co/jJb5ACCf5G ","@CanBESLEN","Person"
"2101","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @CanBESLEN @AdanaKentKonsey @eaekremaslan @iskelegazetesi https //t.co/jJb5ACCf5G ","@AdanaKentKonsey","Organization"
"2102","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @CanBESLEN @AdanaKentKonsey @eaekremaslan @iskelegazetesi https //t.co/jJb5ACCf5G ","@eaekremaslan","Person"
"2103","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @CanBESLEN @AdanaKentKonsey @eaekremaslan @iskelegazetesi https //t.co/jJb5ACCf5G ","@iskelegazetesi","Organization"
"2104","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @AdanaKentKonsey @CanBESLEN @eaekremaslan @iskelegazetesi https //t.co/pBENQlsnMq ","@serapsezert","Person"
"2105","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @AdanaKentKonsey @CanBESLEN @eaekremaslan @iskelegazetesi https //t.co/pBENQlsnMq ","@HuseyinSOZLU","Person"
"2106","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @AdanaKentKonsey @CanBESLEN @eaekremaslan @iskelegazetesi https //t.co/pBENQlsnMq ","@ahmetsafak_tc","Person"
"2107","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @AdanaKentKonsey @CanBESLEN @eaekremaslan @iskelegazetesi https //t.co/pBENQlsnMq ","@altyhsyn80","Person"
"2108","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @AdanaKentKonsey @CanBESLEN @eaekremaslan @iskelegazetesi https //t.co/pBENQlsnMq ","@AdanaKentKonsey","Organization"
"2109","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @AdanaKentKonsey @CanBESLEN @eaekremaslan @iskelegazetesi https //t.co/pBENQlsnMq ","@CanBESLEN","Person"
"2110","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @AdanaKentKonsey @CanBESLEN @eaekremaslan @iskelegazetesi https //t.co/pBENQlsnMq ","@eaekremaslan","Person"
"2111","RT @serapsezert  @HuseyinSOZLU @ahmetsafak_tc @altyhsyn80 @AdanaKentKonsey @CanBESLEN @eaekremaslan @iskelegazetesi https //t.co/pBENQlsnMq ","@iskelegazetesi","Organization"
"2112","RT @kusenakitap  https //t.co/5awdnOosLx ","@kusenakitap","Organization"
"2113","RT @HuseyinSOZLU  Ahmet ?afak Adana'da  Saat 21.00'da Uğur Mumcu Meydanına tüm halkımız davetlidir. https //t.co/TBefGollRt ","@HuseyinSOZLU","Person"
"2114","RT @HuseyinSOZLU  Ahmet ?afak Adana'da  Saat 21.00'da Uğur Mumcu Meydanına tüm halkımız davetlidir. https //t.co/TBefGollRt ","Ahmet","Person"
"2115","RT @HuseyinSOZLU  Ahmet ?afak Adana'da  Saat 21.00'da Uğur Mumcu Meydanına tüm halkımız davetlidir. https //t.co/TBefGollRt ","?afak","Person"
"2116","RT @HuseyinSOZLU  Ahmet ?afak Adana'da  Saat 21.00'da Uğur Mumcu Meydanına tüm halkımız davetlidir. https //t.co/TBefGollRt ","Adana'da","Location"
"2117","RT @HuseyinSOZLU  Ahmet ?afak Adana'da  Saat 21.00'da Uğur Mumcu Meydanına tüm halkımız davetlidir. https //t.co/TBefGollRt ","Uğur","Location"
"2118","RT @HuseyinSOZLU  Ahmet ?afak Adana'da  Saat 21.00'da Uğur Mumcu Meydanına tüm halkımız davetlidir. https //t.co/TBefGollRt ","Mumcu","Location"
"2119","RT @HuseyinSOZLU  Ahmet ?afak Adana'da  Saat 21.00'da Uğur Mumcu Meydanına tüm halkımız davetlidir. https //t.co/TBefGollRt ","Meydanına","Location"
"2120","RT @MertBingullu  Vatan Millet Aşıklarının Gönül Ozanı @ahmetsafak_tc #Adana da.Bayrak sevdalısı @HuseyinSOZLU ye teşekkürler.. https //t.c… ","@MertBingullu","Person"
"2121","RT @MertBingullu  Vatan Millet Aşıklarının Gönül Ozanı @ahmetsafak_tc #Adana da.Bayrak sevdalısı @HuseyinSOZLU ye teşekkürler.. https //t.c… ","@ahmetsafak_tc","Person"
"2122","RT @MertBingullu  Vatan Millet Aşıklarının Gönül Ozanı @ahmetsafak_tc #Adana da.Bayrak sevdalısı @HuseyinSOZLU ye teşekkürler.. https //t.c… ","#Adana","Location"
"2123","RT @MertBingullu  Vatan Millet Aşıklarının Gönül Ozanı @ahmetsafak_tc #Adana da.Bayrak sevdalısı @HuseyinSOZLU ye teşekkürler.. https //t.c… ","@HuseyinSOZLU","Person"
"2124","RT @serapsulemhp  @ahmetsafak_tc Bu ?ehir ' i duyunca da ben geleceğe dair umut doluyorum. Gün gelir devran döner  adımıza türküler söyl… ","@serapsulemhp","Person"
"2125","RT @serapsulemhp  @ahmetsafak_tc Bu ?ehir ' i duyunca da ben geleceğe dair umut doluyorum. Gün gelir devran döner  adımıza türküler söyl… ","@ahmetsafak_tc","Person"
"2126","@Le_Nasbirenne Evet aynen öyle..Ancak onun yazdıkları biçim olarak şiir olmasa da milletimize ışık olacaktır.Bu çok önemli ","@Le_Nasbirenne","Person"
"2127","RT @TalipGeylan  @ahmetsafak_tc Heyecanla bekliyoruz abi.Gökalp'i yaşatmak önemli milli hizmetlerdendir;hele ki bu zamanlarda.. İrfanın sağ… ","@TalipGeylan","Person"
"2128","RT @TalipGeylan  @ahmetsafak_tc Heyecanla bekliyoruz abi.Gökalp'i yaşatmak önemli milli hizmetlerdendir;hele ki bu zamanlarda.. İrfanın sağ… ","@ahmetsafak_tc","Person"
"2129","RT @TalipGeylan  @ahmetsafak_tc Heyecanla bekliyoruz abi.Gökalp'i yaşatmak önemli milli hizmetlerdendir;hele ki bu zamanlarda.. İrfanın sağ… ","abi.Gökalp'i","Person"
"2130","RT @TalipGeylan  @ahmetsafak_tc Heyecanla bekliyoruz abi.Gökalp'i yaşatmak önemli milli hizmetlerdendir;hele ki bu zamanlarda.. İrfanın sağ… ","İrfanın","Person"
"2131","Sevdadır Türkiyemiz..İlle de Türkiyemiz..  https //t.co/h0hFqzDbiW ","Türkiyemiz..İlle","Location"
"2132","Sevdadır Türkiyemiz..İlle de Türkiyemiz..  https //t.co/h0hFqzDbiW ","Türkiyemiz..","Location"
"2133","@OzlAtmc_TR @YouTube Yüreğin aklın vicdanın hep var olsun.  ","@OzlAtmc_TR","Person"
"2134","@OzlAtmc_TR @YouTube Yüreğin aklın vicdanın hep var olsun.  ","@YouTube","Organization"
"2135","RT @OzlAtmc_TR  insanlar ikiye ayrılır..Ahmet ?afaK dinleyenler ve Ahmet ?afaK dinlemeyenler. Yar İnsafına Kar Mı Yağdı/Ahmet ?afak https /… ","@OzlAtmc_TR","Person"
"2136","RT @OzlAtmc_TR  insanlar ikiye ayrılır..Ahmet ?afaK dinleyenler ve Ahmet ?afaK dinlemeyenler. Yar İnsafına Kar Mı Yağdı/Ahmet ?afak https /… ","ayrılır..Ahmet","Person"
"2137","RT @OzlAtmc_TR  insanlar ikiye ayrılır..Ahmet ?afaK dinleyenler ve Ahmet ?afaK dinlemeyenler. Yar İnsafına Kar Mı Yağdı/Ahmet ?afak https /… ","?afaK","Person"
"2138","RT @OzlAtmc_TR  insanlar ikiye ayrılır..Ahmet ?afaK dinleyenler ve Ahmet ?afaK dinlemeyenler. Yar İnsafına Kar Mı Yağdı/Ahmet ?afak https /… ","Ahmet","Person"
"2139","RT @OzlAtmc_TR  insanlar ikiye ayrılır..Ahmet ?afaK dinleyenler ve Ahmet ?afaK dinlemeyenler. Yar İnsafına Kar Mı Yağdı/Ahmet ?afak https /… ","?afaK","Person"
"2140","RT @Yildiraycicek9  Onun ölçü  ilke ve ülküleriyle hareket edilse  yaşadığımız bu ihanetler olmaz  bu ülkede hain barınamazdı https //t.c… ","@Yildiraycicek9","Person"
"2141","RT @MHP_Bilgi  Türk milleti her neviden düşmanlıklara karşı birdir  beraberdir. https //t.co/HKRG2vfeje ","@MHP_Bilgi","Organization"
"2142","Milli irade ve Demokrasi adına 1 Ağustos Pazartesi akşamı saat 20.00 de Adana İstasyon https //t.co/WiyId2aB56 olalım birlikte olalım. ","1","Date"
"2143","Milli irade ve Demokrasi adına 1 Ağustos Pazartesi akşamı saat 20.00 de Adana İstasyon https //t.co/WiyId2aB56 olalım birlikte olalım. ","Ağustos","Date"
"2144","Milli irade ve Demokrasi adına 1 Ağustos Pazartesi akşamı saat 20.00 de Adana İstasyon https //t.co/WiyId2aB56 olalım birlikte olalım. ","Pazartesi","Date"
"2145","Milli irade ve Demokrasi adına 1 Ağustos Pazartesi akşamı saat 20.00 de Adana İstasyon https //t.co/WiyId2aB56 olalım birlikte olalım. ","Adana","Location"
"2146","Milli irade ve Demokrasi adına 1 Ağustos Pazartesi akşamı saat 20.00 de Adana İstasyon https //t.co/WiyId2aB56 olalım birlikte olalım. ","İstasyon","Location"
"2147","RT @ersoyruhi  Bir ayçiçeğinin güneşe bakışı gibi sevmeli insan memleketini @ahmetsafak_tc https //t.co/ocnINbszfS ","@ersoyruhi","Person"
"2148","RT @ersoyruhi  Bir ayçiçeğinin güneşe bakışı gibi sevmeli insan memleketini @ahmetsafak_tc https //t.co/ocnINbszfS ","@ahmetsafak_tc","Person"
"2149","RT @Tenzile_R  Ahmet ?afak Beyler Bu Vatan Size Neyledi   ( Yeni Klip 2010 )Bu şarkının tam da zamanı https //t.co/isHwBVsvJh ","@Tenzile_R","Person"
"2150","RT @Tenzile_R  Ahmet ?afak Beyler Bu Vatan Size Neyledi   ( Yeni Klip 2010 )Bu şarkının tam da zamanı https //t.co/isHwBVsvJh ","Ahmet","Person"
"2151","RT @Tenzile_R  Ahmet ?afak Beyler Bu Vatan Size Neyledi   ( Yeni Klip 2010 )Bu şarkının tam da zamanı https //t.co/isHwBVsvJh ","?afak","Person"
"2152","RT @Tenzile_R  Ahmet ?afak Beyler Bu Vatan Size Neyledi   ( Yeni Klip 2010 )Bu şarkının tam da zamanı https //t.co/isHwBVsvJh ","2010","Date"
"2153","RT @hkkursatgonul  Ahmet ?AFAK ağabeyimiz Halep'in Sessiz Çığlığına Kulak Verdi  #Halep @ahmetsafak_tc https //t.co/BjHLy94Lpi ","@hkkursatgonul","Person"
"2154","RT @hkkursatgonul  Ahmet ?AFAK ağabeyimiz Halep'in Sessiz Çığlığına Kulak Verdi  #Halep @ahmetsafak_tc https //t.co/BjHLy94Lpi ","Ahmet","Person"
"2155","RT @hkkursatgonul  Ahmet ?AFAK ağabeyimiz Halep'in Sessiz Çığlığına Kulak Verdi  #Halep @ahmetsafak_tc https //t.co/BjHLy94Lpi ","?AFAK","Person"
"2156","RT @hkkursatgonul  Ahmet ?AFAK ağabeyimiz Halep'in Sessiz Çığlığına Kulak Verdi  #Halep @ahmetsafak_tc https //t.co/BjHLy94Lpi ","Halep'in","Location"
"2157","RT @hkkursatgonul  Ahmet ?AFAK ağabeyimiz Halep'in Sessiz Çığlığına Kulak Verdi  #Halep @ahmetsafak_tc https //t.co/BjHLy94Lpi ","#Halep","Location"
"2158","RT @hkkursatgonul  Ahmet ?AFAK ağabeyimiz Halep'in Sessiz Çığlığına Kulak Verdi  #Halep @ahmetsafak_tc https //t.co/BjHLy94Lpi ","@ahmetsafak_tc","Person"
"2159","RT @YuNuSYURUK  @ahmetsafak_tc NE MUTLU TÜRKÜM dedikten sonra  Ahmet ?AFAK dinlemeden ne günümüz aydın olur  nede yollar biter. https /… ","@YuNuSYURUK","Person"
"2160","RT @YuNuSYURUK  @ahmetsafak_tc NE MUTLU TÜRKÜM dedikten sonra  Ahmet ?AFAK dinlemeden ne günümüz aydın olur  nede yollar biter. https /… ","@ahmetsafak_tc","Person"
"2161","RT @YuNuSYURUK  @ahmetsafak_tc NE MUTLU TÜRKÜM dedikten sonra  Ahmet ?AFAK dinlemeden ne günümüz aydın olur  nede yollar biter. https /… ","Ahmet","Person"
"2162","RT @YuNuSYURUK  @ahmetsafak_tc NE MUTLU TÜRKÜM dedikten sonra  Ahmet ?AFAK dinlemeden ne günümüz aydın olur  nede yollar biter. https /… ","?AFAK","Person"
"2163","RT @ibrahimozkan33  Yol dediğin @ahmetsafak_tc dinledikçe güzel  ) https //t.co/8sUau8fYrY ","@ibrahimozkan33","Person"
"2164","RT @ibrahimozkan33  Yol dediğin @ahmetsafak_tc dinledikçe güzel  ) https //t.co/8sUau8fYrY ","@ahmetsafak_tc","Person"
"2165","RT @Nejat__demir  İllede Türkiyemiz / Ahmet ?afak (Official Video) ? https //t.co/oGwvmZMXsW ","@Nejat__demir","Person"
"2166","RT @Nejat__demir  İllede Türkiyemiz / Ahmet ?afak (Official Video) ? https //t.co/oGwvmZMXsW ","Türkiyemiz","Location"
"2167","RT @Nejat__demir  İllede Türkiyemiz / Ahmet ?afak (Official Video) ? https //t.co/oGwvmZMXsW ","Ahmet","Person"
"2168","RT @Nejat__demir  İllede Türkiyemiz / Ahmet ?afak (Official Video) ? https //t.co/oGwvmZMXsW ","?afak","Person"
"2169","RT @kursattdemirci  YAR.. Ağlasam baştan ayağa ıslanırsın.. Söz Müzik Ahmet ?afak şuan Bengütürk TV'de.. #sozmuzikahmetsafak #benguturktv ","@kursattdemirci","Person"
"2170","RT @kursattdemirci  YAR.. Ağlasam baştan ayağa ıslanırsın.. Söz Müzik Ahmet ?afak şuan Bengütürk TV'de.. #sozmuzikahmetsafak #benguturktv ","Bengütürk","Organization"
